__layer,CEP,COD_ID,PN_CON,lon,lat,DIST,PAC,RAMAL,UNI_TR_MT,CTMT,UNI_TR_AT,SUB,CONJ,MUN,CEG_GD,BRR,CLAS_SUB,CNAE,TIP_CC,FAS_CON,GRU_TEN,TEN_FORN,GRU_TAR,SIT_ATIV,DAT_CON,CAR_INST,LIV,ARE_LOC,TIP_SIST,ENE_01,ENE_02,ENE_03,ENE_04,ENE_05,ENE_06,ENE_07,ENE_08,ENE_09,ENE_10,ENE_11,ENE_12,DIC_01,DIC_02,DIC_03,DIC_04,DIC_05,DIC_06,DIC_07,DIC_08,DIC_09,DIC_10,DIC_11,DIC_12,FIC_01,FIC_02,FIC_03,FIC_04,FIC_05,FIC_06,FIC_07,FIC_08,FIC_09,FIC_10,FIC_11,FIC_12,SEMRED,DESCR
UCBT_tab,01310-200,f4926cdc8b0e401e0b743080ed758dad7297f5020a2916d7314b550efafb8fb8,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,RE1, ,RES-Tipo02,ABN,BT,10,B1,DS,01/08/1984,3.6,0,UB,RD_INTERLIG,179.62,351.0,438.0,323.0,310.0,200.0,173.0,235.0,286.0,288.0,0.0,133.01,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,7c87e67903bb4dac7139217829bdcb0f784dc239a7f4b6a1b4914e732ef6c564,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6110-8/03,COM-Tipo05,ABCN,BT,10,B3,DS,01/09/1983,17.3,0,UB,RD_INTERLIG,3937.0,3749.0,5095.102,3833.0,4283.0,3230.0,2415.0,2033.74,3101.0,3317.0,1512.17,3001.77,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,2a3c3193013a7686ba838edfd4eecb3f158fab93610284398fd83763b79388d1,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,8211-3/00,COM-Tipo04,ABCN,BT,10,B3,DS,01/08/1987,8.1,0,UB,RD_INTERLIG,5760.0,4880.0,6870.289,4080.0,4240.0,2400.0,1075.2,48.8,160.0,320.0,47.2,306.01,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,eeb344d312f8740d9c1f340160f335fa1acc5025f8c14f30a69dce2d5d50de49,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,4781-4/00,COM-Tipo04,ABCN,BT,10,B3,DS,01/09/1985,10.4,0,UB,RD_INTERLIG,10280.0,9840.0,11131.607,9160.0,8760.0,7640.0,6048.0,4392.0,6640.0,7640.0,3610.8,7076.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,cffc167b257ee5251430d6f482dfb60eaf7464631fedcc83a343a1dbfd182beb,10971365,,,390,33073873739357834L,12298004S1,14374600,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1912 BELA VISTA,CO1,6462-0/00,COM-Tipo01,ABC,BT,10,B3,DS,01/09/1981,22.5,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,173.88,533.75,988.0,1025.0,543.39,891.25,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,5a0ea5b79b741fc4720960c93681ebc21072bd7469c05728bfc1bbad74ff9c9f,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO9,8711-5/05,COM-Tipo05,ABCN,BT,10,B3,DS,01/12/1972,41.0,0,UB,RD_INTERLIG,2798.28,2563.38,3663.577,2557.44,3032.82,2065.68,1561.74,1438.05,2460.96,2898.54,1287.99,2649.44,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,68362a73c1e8c493b65455321e081a50ba5349250b0b79e531058054c04ce231,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,4729-6/99,COM-Tipo02,CAN,BT,10,B3,DS,01/12/1973,2.5,0,UB,RD_INTERLIG,110.0,120.0,163.061,100.0,50.0,240.0,159.6,79.3,120.0,120.0,64.9,47.81,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,3bcf0ecf7d16bcf4c03d8ee6a3331f9e37af212ccb4b74c2abd5caef11cc9c4a,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo01,ABN,BT,10,B1,DS,01/12/1973,5.0,0,UB,RD_INTERLIG,27.51,109.0,167.0,46.0,50.0,12.0,50.0,79.0,50.0,14.0,12.0,94.17,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,12c4c27896db4e5eaa2d0eae2663e5647b2b1d35d18d51a5e6aef9fe3043009e,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo02,ABN,BT,10,B1,DS,01/03/1974,2.4,0,UB,RD_INTERLIG,25.01,50.0,230.0,50.0,50.0,50.0,50.0,40.0,50.0,80.0,80.0,126.21,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,6ac4ce22c1deb8f1494da473d2f3e01da11616cabbc19a1de88746cffc39640d,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo02,ABN,BT,10,B1,DS,01/06/1977,2.7,0,UB,RD_INTERLIG,111.57,240.0,324.0,208.0,298.0,183.0,164.0,199.0,209.0,223.0,164.0,213.6,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,c1a6a3499732f2f2ca32fac554e8693df28b59351d843df41bc76ec6d4e094b6,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo01,CAN,BT,10,B1,DS,01/04/1980,1.0,0,UB,RD_INTERLIG,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,8e47d202ed7944957c94335353e5ec59c9f2c4ea4e8f9bd51fa7d22172742927,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo03,ABCN,BT,10,B1,DS,01/04/1974,7.5,0,UB,RD_INTERLIG,64.04,110.0,126.0,79.0,68.0,41.0,24.0,21.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,960e81f2b09daa5208dbe367423e3091c64abed99062b73e11b41116424f79dc,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,6911-7/01,COM-Tipo05,ABCN,BT,10,B3,DS,01/02/1990,56.8,0,UB,RD_INTERLIG,1575.6,1573.2,2011.51,1299.6,1584.0,1197.6,1345.68,779.24,1578.95,100.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,f1fa0252d09dab375fc6dcaa674788dbfd475f31d83d0bacad6a311c32bc629a,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,RE1, ,RES-Tipo01,ABCN,BT,10,B1,DS,11/10/2001,6.7,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,6dd94174bf7dfc101e8d44a57b77e59585a340cd9f256abb36576f0ca96c5cf2,10971365,,,390,33073873739357834L,12298004S1,14374600,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1912 BELA VISTA,CO1,6810-2/02,COM-Tipo01,ABC,BT,10,B3,AT,20/11/2007,22.4,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,1146.1,1013.58,1968.6,2127.4,992.5,1635.05,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,a1b0775bcf01249d75618f86d37686d66bc9be801c66b073c90e6c0997868b80,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6202-3/00,COM-Tipo01,ABCN,BT,10,B3,AT,22/11/2007,7.6,0,UB,RD_INTERLIG,332.0,499.0,0.0,416.0,5770.0,1408.0,1610.28,1251.11,2051.0,2135.0,876.74,2001.5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,62cdb72f3c95c0832f7cf1089ffa965f4522c4a044d1b0292696b6f20763d9d8,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,RE1, ,RES-Tipo05,BCN,BT,10,B1,AT,23/11/2007,5.7,0,UB,RD_INTERLIG,1781.19,3080.0,4080.0,3640.0,5440.0,2760.0,2320.0,3000.0,2760.0,3560.0,2440.0,349.53,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,dcf8f97f7ca783e99fedfb2d0674bd26833964e20e7efba388fac09838c8beff,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO1,6209-1/00,COM-Tipo05,ABN,BT,10,B3,AT,03/01/2008,5.8,0,UB,RD_INTERLIG,2321.0,2454.0,3626.469,2487.0,2159.0,1093.0,1111.32,1417.03,2861.0,3528.0,1959.98,2870.76,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,b3f71ce495f65f7286ed3eddde7e3bd4b3de0af0d38e32f5ef897da9a22ebf84,1311192,,,390,33101008739331863L,12307748S1,14375704,BRG0201,DBRG-EQ-TR1,DBRG,16573,3550308, ,AV PAULISTA 1578 BELA VISTA,CO1,9102-3/01,COM-Tipo02,ABC,BT,10,B3,AT,03/12/2010,204.9,0,UB,RD_INTERLIG,100.0,280.0,108.707,100.0,100.0,100.0,84.0,61.0,100.0,40.0,59.0,95.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,ff909bec6302676eeea4daab6a31dd69f9245f083fb00f554306ed69e70de89d,1310925,,,390,33093860739338162L, ,14375157,AUG0202,DAUG-EQ-TR2,DAUG,16573,3550308, ,AV PAULISTA 1636 BELA VISTA,RE1, ,COM-Tipo02,ABN,BT,10,B1,AT,03/10/2012,2.0,0,UB,RD_INTERLIG,0.0,0.0,0.0,50.0,29.0,24.0,23.0,26.0,50.0,30.0,27.0,48.54,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,2426dfb74c3d5a2dc47c66400da357cb92a2c2e144bf4385117029d645b9cc6e,10971152,,,390,33061008739369866L,12297501S1,14373896,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2064 BELA VISTA,CO1,4713-0/04,COM-Tipo05,ABN,BT,10,B3,AT,04/12/2012,26.6,0,UB,RD_INTERLIG,3633.0,3370.0,3741.698,3344.0,3517.0,3450.0,2554.44,2001.41,3601.0,3535.0,2118.69,3106.01,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,141d8454c10a48ca8a75e4012ad01edbd5ff010a5e8e606fcb13c6f17757ac2e,10971152,,,390,33061008739369866L,12297501S1,14373896,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2064 BELA VISTA,CO1,4713-0/04,COM-Tipo04,ABN,BT,10,B3,AT,04/12/2012,47.2,0,UB,RD_INTERLIG,6418.0,6739.0,6950.732,6666.0,6873.0,6574.0,4888.8,3450.16,6255.0,6531.0,3986.04,5991.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,eba3ee284f256d2b2ddaa9b88aefddf5d49ce6a58f67685b0144b1e5d7e235eb,10971152,,,390,33061008739369866L,12297501S1,14373896,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2064 BELA VISTA,CO1,8211-3/00,COM-Tipo05,ABCN,BT,10,B3,AT,04/12/2012,6.4,0,UB,RD_INTERLIG,2805.0,3002.0,3488.411,3223.0,3442.0,3760.0,2746.8,2088.64,3832.0,3463.0,2113.97,2968.3,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,a560a38e8ff63c26a92df5fbfec8a69f96aef8831f8a0197473c291eaa93be03,1310925,,,390,33093860739338162L, ,14375157,AUG0202,DAUG-EQ-TR2,DAUG,16573,3550308, ,AV PAULISTA 1636 BELA VISTA,RE1, ,RES-Tipo01,ABCN,BT,10,B1,AT,03/04/2014,2.0,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,158.0,50.0,66.0,10.0,51.0,235.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,807150771277a1ccd666e051933e9934de918cbb7d58c5c7d5b27de14aea189c,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,6912-5/00,COM-Tipo04,ABCN,BT,10,B3,AT,23/06/2015,6.8,0,UB,RD_INTERLIG,6960.0,6160.0,9218.362,5800.0,6640.0,4160.0,3024.0,2854.8,4880.0,5320.0,2454.4,5546.44,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,069440dbc2ed03678f038d736f8dde87f196dab1cac38ec779d6db1ae48e84bc,10971520,,,390,33083328739348867L,12307012S1,14374917,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,5611-2/03,COM-Tipo03,ABCN,BT,10,B3,AT,21/09/2016,17.6,0,UB,RD_INTERLIG,1543.0,1513.0,2164.358,1362.0,1705.0,1027.0,725.76,638.67,1258.0,1264.0,691.48,1399.04,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,5ed8c26f3082446bd29d952ca004c0ea93a208ab4c5b14aef21cb4e9148a6e10,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,7020-4/00,COM-Tipo02,ABCN,BT,10,B3,DS,29/01/2019,6.4,0,UB,RD_INTERLIG,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,23245bf325201dea0356b4a84f9e830c81ca60234220063d371cff911f687df6,445547744,,,390,33092813739339446L,445547910S1,14375157,AUG0202,DAUG-EQ-TR2,DAUG,16573,3550308, ,AV PAULISTA 1650 BELA VISTA,CO1,4110-7/00,COM-Tipo05,ABCN,BT,10,B3,AT,25/07/2023,191.3,0,UB,RD_INTERLIG,9240.0,6040.0,6826.806,6960.0,6920.0,7320.0,6552.0,4367.6,4360.0,5360.0,2525.2,4513.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,46d2216fd1cf12d0ca4399475b5bab07590617d727d4996ab1917a10fdf6fae2,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,6499-9/99,COM-Tipo02,ABCN,BT,10,B3,DS,01/09/1983,4.5,0,UB,RD_INTERLIG,250.0,200.0,271.768,300.0,260.0,230.0,193.2,146.4,220.0,250.0,118.0,239.07,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,2697c3936f0dd80c2ba4e112e2afe351ffec3b96a4ec0e5c529a6e10b6b65ecf,10971552,,,390,33085305739347489L,12307074S1,14374950,AUG0202,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1754 BELA VISTA,CO9,5620-1/04,COM-Tipo02,ABCN,BT,10,B3,DS,01/05/1988,8.9,0,UB,RD_INTERLIG,79.0,100.0,108.707,75.0,82.0,100.0,63.84,46.97,73.0,100.0,47.79,89.89,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,bcd3fd087eb7e27614554e4bac30f6ee8309ff9de470f2936ab2ebd6d05cb3b6,1310571,,,390,33084775739339765L,12307084S1,14375004,IBP0201,DIBP-EQ-TR1,DIBP,16573,3550308, ,AV PAULISTA 1776 BELA VISTA,CO1,9002-7/01,COM-Tipo03,AB,BT,10,B3,DS,01/04/1974,17.6,0,UB,RD_INTERLIG,100.0,100.0,272.855,771.0,1103.0,407.0,316.68,261.69,514.0,621.0,266.68,749.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,7d9b96ef3632b6ab8f90a722e7f55f776572f1003689f4a0e89461a1690fe521, ,,,390,33063643739357708L,461011279S1,14374109,IBP0201,DIBP-EQ-TR1,DIBP,16596,3550308, ,AV PAULISTA 2002 BELA VISTA,RE1, ,RES-Tipo05,ABN,BT,10,B1,DS,01/03/1989,13.6,0,UB,RD_INTERLIG,969.65,1300.0,2783.0,1740.0,1934.0,1658.0,1625.0,1775.0,1704.0,1908.0,1673.0,1651.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0, 
UCBT_tab,01310-200,e47cefa923e90beda57b034a8d4736fd2e0d6b581e7ea4016123cd75bf4541dd,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,6461-1/00,COM-Tipo02,BCN,BT,10,B3,DS,01/02/1974,3.0,0,UB,RD_INTERLIG,50.0,50.0,54.354,50.0,50.0,50.0,42.0,30.5,50.0,50.0,29.5,47.81,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,2dbb0d8f09cbc01c84f4ff5e80020d41310c85dce4a065bafe6b1b3d832f7476,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,9602-5/02,COM-Tipo02,ABN,BT,10,B3,DS,01/02/1973,7.2,0,UB,RD_INTERLIG,420.0,430.0,695.725,420.0,510.0,290.0,243.6,176.9,310.0,340.0,153.4,296.44,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,88da9c47de2e57abf1e5a6142ba346108267635f8138d96eb027802b1a49d812,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,6201-5/01,RES-Tipo01,ABCN,BT,10,B3,DS,01/09/1973,6.4,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,6.72,30.5,50.0,50.0,29.5,47.81,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,d4af59c9960e4a36b4e7d56965df49447f430738014787efd5b88be1592d4293,10971323,,,390,33071144739360737L,12297875S1,14374375,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2006 BELA VISTA,CO1,8291-1/00,COM-Tipo01,BCN,BT,10,B3,DS,01/06/1983,2.0,0,UB,RD_INTERLIG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,29.5,47.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,3faf11de9cf564f64c456fb8dd857006bfe5718ae9717eeb8bf7c92b203671e3,10971365,,,390,33073873739357834L,12298004S1,14374600,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 1912 BELA VISTA,CO1,6810-2/02,COM-Tipo02,ABCN,BT,10,B3,AT,20/11/2007,23.1,0,UB,RD_INTERLIG,1152.6,940.8,1121.857,929.4,897.0,940.2,730.3,555.59,883.4,1012.6,522.98,829.47,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,d303f198ea2a3155172c08efa3edefcea409052a49086ba0956e0a8c8ee6dfd6,10971152,,,390,33061008739369866L,12297501S1,14373896,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2064 BELA VISTA,CO1,7490-1/04,COM-Tipo05,ABN,BT,10,B3,AT,04/12/2012,47.2,0,UB,RD_INTERLIG,2378.0,2184.0,2527.44,2374.0,2550.0,2758.0,2074.8,1572.58,2584.0,2514.0,1588.28,2330.46,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
UCBT_tab,01310-200,3b5cfcd6d74173d8be332a3f1720a01c9140b903b9b335736822e7ee841df479,10971152,,,390,33061008739369866L,12297501S1,14373896,AUG0201,DAUG-EQ-TR2,DAUG,16596,3550308, ,AV PAULISTA 2064 BELA VISTA,CO1,4713-0/04,COM-Tipo05,ABN,BT,10,B3,AT,04/12/2012,47.2,0,UB,RD_INTERLIG,2871.0,2599.0,2752.464,2579.0,2796.0,2635.0,2016.84,1570.14,2739.0,2677.0,1608.34,2280.73,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0, 
